ID,前文,題幹,選項1,選項2,選項3,選項4
8732537,美國的電影界有一个真特殊的獎號做金酸莓獎，這个獎是模仿奧斯卡金像獎來設立的，逐年會佇奧斯卡獎公佈進前頒發。毋過佮奧斯卡無仝，金像獎的頒獎典禮是電影界的年度盛會，金酸莓獎對某一寡人來講就若惡夢。若是得著這个獎，就是彼年度上䆀的代表。,請問這篇文章的主旨是啥物？,逐个人攏想欲著金酸莓獎。,金酸莓獎是美國電影業界的年度盛會。,金酸莓獎頒發予低路的電影。,奧斯卡金像獎模仿金酸莓獎。
8742537,中國哈爾濱國際冰雪節是一年一擺佇黑龍江舉辦的冬季慶典，是目前全世界規模上大的冰雪節，毋但會當看著各種的冰雕，去趨雪、泅水等等，閣會當欣賞冰球、高速趨雪等等比賽，逐年攏吸引成千萬，對世界各地來的遊客來鬥鬧熱。,根據文章所講的，選上正確的答案,哈爾濱冰雪節內容豐富,哈爾濱冰雪節一年舉辦兩擺,哈爾濱冰雪節真無聊,哈爾濱冰雪節規模無蓋大
8752537,其實，每一个人攏捌有過夢想。有的人是會當莫改變當初的想法，用拍斷手骨顛倒勇的精神來實現伊的夢想；毋過有的人煞清彩就選擇妥協，不斷修正家己，才來失去家己的美夢。,這段文字的主要意義是啥？,夢想是遙遠的,夢想著愛符合真濟條件才有法度實現,有的人會當堅持夢想；有的人半路放棄,夢想有伊的限制性，佮人的眼界有關係
8762537,"A：你好，我敲來確認我的婚禮。
B：無問題，你是後禮拜六欲暗仔舉辦婚禮，地點佇阮飯店520號的房間。你的旗袍已經準備好矣，婚禮的邀請函頂禮拜嘛已經寄出去矣。敢猶有啥物其他需要服務的？
A：我若這馬想欲閣辦一個酒會，差不多愛偌濟錢？
B：請稍等一下，我隨算予你。",根據這段對話，到今，婚禮猶未準備好的項目是啥？,婚禮的地點,婚禮的服裝,婚禮的邀請,婚禮的酒會
8772537,這間私人民宿地理環境足好的 ：面對闊莽莽的蘭陽溪，倚佇規山坪攏茶樹的玉蘭山區，會當拜訪清新閣自然的明池森林遊樂區，嘛會當行入去松蘿國家步道，欣賞松蘿湖秘境，上尾閣到梵梵溫泉浸溫泉，消敨規工的疲勞。,下跤的描述佗一个是正確的？,民宿倚山倚水,旅客蹛入去會當享受好料的,民宿佇明池森林遊樂區內底,梵梵溫泉有提供個人的套餐
8782537,「幽夢影」講：世間若有一个知己，就無遺憾。毋但人按呢，物嘛是按呢。比論講：菊花共陶淵明當做知己，梅花共林逋當做知己，竹仔共王徽之當做知己，蓮花共周敦頤當做知己，桃花共亂世避秦的人當做知己，杏花共董奉當做知己。,請問佗一款植物是林逋的知己？,蓮花,桃花,杏花,梅花
8792537,行佇咧細條路，跤邊有玲瓏古錐的花叢，一个看過有規片金黃色的稻仔田，稻仔田予日落的光線炤落去來閃爍溫暖的光芒，閣過去有山嶺，山佮山中間有條藍色絲仔巾，流落來，這迷人的景色實在媠kah，留蹛佇我內心久久閣直直無欲離開。,請問佇文章內底所用的描述的視野方式是佗一款？,遠到近,近到遠,頂到下,倒爿到正爿
8802537,女：明仔載的行程是按怎安排--的？男：日--時先去西湖邊賞蓮花，下晡去雷峰塔，暗時仔才來去踅清河坊夜市。啊若落雨，佇雷峰塔看日頭落山了著愛轉去飯店矣。女：按呢希望明仔載規工攏是好天。,請問以上對話，會當知影講啥物訊息？,明仔載一定會落雨,無論天氣好抑䆀，𪜶就是欲去雷峰塔,今仔日的天氣真好,就算講天氣真好，伊嘛無欲去踅夜市仔
8812537,創業與治理國家，做生理與插政治，頭前兩項攏通帶予人幸福佮保障。人做企業家，會當搬有運無，透過買賣來趁錢；政治家用仁慈治理國家，照顧百姓扶持弱勢，普天下通好安然徛起。你咧？你的未來欲按怎選擇？做家己才有出路，才有實在的幸福。,這篇文章的主要觀點是啥？,家己決定未來方向才是上理想的選擇,做生理佮創業離袂開政治,治理國家佮做生理仝款重要,干焦家己會當決定欲做生理抑是治理國家
8822537,小偉國中的時陣，真愛拍籃球，定定三五朋友招招咧去逐位的球場拍球。小偉彼陣猶少年，毋知影運動的目的是練身軀，閣較愛追求一寡心適的齣頭，煞毋知，電視內底遐的籃球明星是有練過的，就按呢定定受傷，有當時仔甚至為著拍球佮人起冤家。閣，小偉彼陣嘛愛買貴參參的球鞋，伊共我講，其實，鞋子閣哪會著買名牌咧？像伊這馬愛行路，有當時仔閣褪赤跤呢！小偉國中的時陣，掠準家己偌𠢕，定定佮同學比，sia̋ng跳較懸，sia̋ng摸會著籃板閣搧火鍋，sia̋ng上籃上媠氣，甚至閣模仿喬丹灌籃，其實，灌籃是誠危險，何況小偉才一百七十偌公分躼，哪會著去學人遐濟齣頭呢？閣敢著學會來？小偉共我講，伊彼時一切種種，這馬想起來，較濟是囡仔性閣毋知驚。,拍籃球愛注意啥物代誌？,球鞋敢是名牌的。,比啥物人跳甲閣較懸。,運動的目的是健身。,模仿喬丹的動作。
8832537,西元1913年，美國國會共逐年5月的第二个拜日定做母親節，嘛要求這工逐口灶攏愛掛國旗，表達對母親的尊敬。發起人安娜‧賈維斯的母親在生的時上佮意的剪絨仔花成做母親節的象徵。毋過，後來母親節商業氣味傷重，安娜‧賈維斯成立母親日國際協會，一直到1948年過身為止，直直咧抗議，希望予母親節恢復到單純呵咾母親的節日。,請問既然母親節已經設立，是按怎安娜‧賈維斯閣愛抗議？,因為逐家漸漸袂記得母親節,因為後來母親節的商業氣氛傷重,希望母親節會當擴大舉辦,因為後來母親節傷簡單過
8842537,"女：警察先生，我的錢袋仔予人偷矣。
男：佇佗位hőng偷的？
女：應該是佇夜市仔。
男：你先莫急，內底有啥物物件？
女：有護照、台票、日票佮信用卡，而且我明仔載就欲轉日本矣
男：我先共你連絡辦事處。",請問對話中的小姐是按怎會遮爾著急？,因為袂使買物件,因為無法度坐飛行機,因為袂使敲電話,因為無法度轉去飯店
8852537,面的表情、身軀佮跤手的動作、佮講話攏是表達情緒的方式，而且閣有伊展示的規則。學者捌表示：情緒的表達方式會受著學習佮文化的影響，會變弱、增強抑是用別款的方式來遮閘。,以上這段話主要的意義佮目的是啥物？,情緒的表達會受著學習佮文化的影響來改變,情緒表達是個人自我管理的重要指標,智識濟少佮情緒表達無真密的關聯,情緒表達佮個人、逐家之間的關係誠密
8862537,"男：知影你愛啉咖啡，這是我對非洲坦尚尼亞紮轉來的，當地真出名的咖啡豆仔。
女：多謝你呢，干焦鼻著就感覺足芳的。這攏是非洲足有名的咖啡豆仔，尤其是這包紅色包裝的，你哪會知影這寡仔？
男：這幾包攏是在地的烏人共我推薦的，所以我佇機場免稅店有買幾包仔轉來，遮的咖啡豆仔佇免稅店有夠搶市，我去買的時陣就干焦賰幾包仔爾爾。
女：真濟部落格嘛攏有推薦這寡牌子的咖啡豆仔，我對以早就足想欲買矣，不而過非洲實在傷遠。真多謝你，我轉去會好好仔共啉看覓。",請問這段對話咧講啥物？,免稅店的咖啡豆仔賣甲足好的。,坦尚尼亞的咖啡豆仔真出名。,足少人推薦這个牌子的咖啡豆仔。,這个查埔人到免稅店的時陣閣有真濟咖啡豆仔。
8872537,讀社會教育學系的潘同學，對藝術誠有興趣，佇107年10到11月選擇入去「國立故宮博物院兒童學藝中心」實習，內容除了有兒童團體導覽、教育展示空間經營佮活動助理等等，上主要負責的任務是透過戲劇導覽予小朋友通真緊入去故事內底，創造特別的參觀經驗。,請問有關「國立故宮博物院兒童學藝中心」見習，佗一項是著的?,下跤攏是,見習內容有活動支援,見習內容有戲劇導覽,見習內容有教育展示空間營運
8882537,"親愛的勇者，你好。阮按算欲佇下跤所列的時間內，進行遊戲伺服器的日常維護。佇維護期間，眾勇者袂使登錄遊戲，建議眾勇者提早登出遊戲，避免無必要的損失。　
[維護期間]二空一八年十二月三十　一點～二空一九年十二月三十　兩點
[維護內容]日常維護
[補償內容]勇者之石兩个、高級恢復劑兩个、中級裝備一个
[補償對象]十二月三十的暗時六點進前有登錄的奕者
[補償方試]發放佇遊戲禮物袋內底
[補償領取時間]十二月三十　暗時六點
[注意事項]維護煞了，遊戲著愛下載更新的資料，建議愛佇有wifi的環境中進行
",請問二空一八年十二月三十的一點到兩點是按怎袂使登錄遊戲,因為遊戲欲結束營運,因為遊戲欲日常維護,因為遊戲愛付費申請,因為遊戲欲全面更新
8892537,我有讀過作家逯耀東的散文，講著伊六空年代捌蹛過嘉義，拄著仔會去蘭潭水庫泅水，按呢會使消敨鬱卒。有一冬的歇熱，我走去蘭潭水庫𨑨迌，佇遐熟似一个愛攝影的朋友，我提逯耀東泅水的代誌問伊，朋友講遮禁止落水、釣魚，哪有可能落去泅水？毋過佇以早的時代，敢若有可能--honnh？,作者為啥物到蘭潭去𨑨迌？,想欲家己落去泅水。,想欲證實逯耀東的講法。,想欲佮朋友去釣魚仔。,想欲去攝影。
8902537,"A：這擺參觀展覽的觀眾會當選講欲佮社交機器人對話，抑是佮藻類機器人對話。社交機器人會使佮觀眾進行簡單的社交問答；若是選藻類機器人，得著的回答會是一綰無法度理解的亂碼。
B：你的意思是藉由這个過程，突破咱過去對「溝通」觀念的想法。",根據這段對話，佗一个選項會使做主題?,展覽的主題佮溝通的概念有關係,展覽的主題佮機器人有關係,展覽的主題佮藻類的機器人有關,展覽的主題佮社交機器人有關係
8912537,進入高齡化社會了後，誠濟老大人雖然是懸歲壽，猶毋過無定著幸福快樂，是按怎會按呢咧﹖因為有的序大人身體無好，艱苦病疼，有的序大閣有失智症，包括語言能力、判斷力、注意力等等功能退化。足濟小家庭因為欠人鬥跤手，抑是毋知欲按怎照顧、為著生活著愛做工課趁錢等等各方面的壓力，姑不而將共厝裡的老大人送去外口的安養中心照顧。有當時仔新聞報導會講著高齡化顛倒成做社會的問題，有的照顧者因為堪袂牢不止大的身體佮心理壓力，得著鬱症，所以咱應該開始重視人口老化的議題。,請問人口老化造成的社會問題是啥物?,足濟人長歲壽。,予老人共厝裡鬥趁錢。,四界攏是安養中心。,照顧失智的老人蓋辛苦。
8922537,(旅遊景點場景：榕仔樹跤，兩个厝邊咧開講)女：師兄，借問年假你佮恁師姊按算欲去佗位tshit-thô？男：去佗位攏嘛窒車，今年我佮阮某按算佇厝裡看春節電視節目，順紲唱卡拉OK就好，較袂人kheh人。女：按呢讚！借問恁兩位上佮意合唱佗一條歌？男：阮兩人攏佮意唱日本歌，上愛唱「海濱之歌」。這條是阮阿母在生的時，上捷咧唱的歌，我便若唱這條歌，伊攏會綴咧拍phik。,請教：這位師兄過年按算佮in某去佗位tshit-thô？,去眾人愛的景點,佇厝裡看春節電視節目,佇厝裡看電視、唱卡拉OK,合唱海濱之歌
8932537,"男：你好，我欲查明仔暗飛對重慶的機票。
女：敢你家己一人欲坐？
男：無毋著，干焦我孤人。",這个先生的意思是啥？,伊欲查孤人機票,伊想欲家己駛飛行機,伊欲佮朋友去重慶𨑨迌,伊明仔載欲家己行去機場
8942537,"差役：「緊，共恁兜的查埔攏總交交出來。」
老婦人：「我有三个後生，攏去守城鎮矣，其中兩个囝已經戰死矣。」
差役：「莫囉嗦，緊共查埔交出來。刀劍是無目睭的，你若違抗皇命，是愛刣頭問罪的。」
老婦人：「好心的官老爺，阮兜已經無別个查埔矣，干焦賰一个細漢孫子，請恁較好心咧放阮煞啦！」",請問老婦人閣有幾个後生活咧?,無半个,一个,二个,三个
8952537,"男生：老幼尊卑的倫理字勻佇華人世界是足看重的，所以咱會講「敬老尊賢」。
女生：所以，華人講究職場倫理，家族倫理敢是攏佮這有關？",查某認為華人世界重視職場倫理可能佮啥物有關係？,華人世界講究大細尊卑的輩份,華人世界相信經驗法則,華人世界重視團體比個人較大,華人世界講究團隊合作
8962537,無聲電影，閣號做默劇，是無人共角色配音，嘛無配樂的電影形式。因為無聲音共鬥相共，演員的肢體動作佮表情就非常要緊，放大的動作通予觀眾較好了解劇情。另外，默劇也通佮間幕相配合，透過文字來予觀眾理解劇情。卓別林是無聲電影真要緊的演員佮導演，是世界三大喜劇演員之一。,請根據文章，選出正確的答案。,無聲電影毋免譀呱呱的表演,卓別林對無聲電影有真大貢獻,無聲電影需要配樂,無聲電影無文字
8972537,"女：啊！我閣無血矣。上路尾關的boss真正足強的。
男：我看覓，你的隊伍中無補師，當然一直就hőng刣死啦。
女：有啊！我有安排一个補師
男：這个無算補師，較偏輸出。補師上好是通遠攻kah補血，一方面共隊友鬥補血，一方面閣通鬥攻擊。我建議你改練這个做補師，超過40級了後才共家己和隊友鬥補血加buff，補師不二人選。
女：多謝。",請問下跤關於對話內底查埔講的建議，佗一項毋著？,隊伍中無補師真緊就會死去矣,補師上好是有遠攻能力的，才會當支援其他的隊友,補師只要回血強大就好矣，免要意攻擊能力,補師上好是會當仝時回血閣加強自身能力的魔法
8982537,國家地理頻道對2007年開始推捒關懷生態環境，逐年放送紀錄片閣舉辦地球日活動，落實保護地球的理念。這15冬來塑膠產量加出真濟，已經欲kah歷史總產量的50%，廢棄物管理佮再利用的觀念真需要予眾人理解佮支持。逐年四月的世界地球日攏會舉辦走鏢，結合運動休閒佮健康生活，推廣環保愛地球的觀念！活動地點佇大佳河濱公園，起點是臺北市政府市民廣場，2019年4月28早起6點出發，這是半馬、挑戰組的起點。活動流程以現場公告為準。歡迎民眾同齊來參與！,請問：文章內底有講著地球這十五年來的塑膠產量，已經欲kah歷史總產量的偌濟？,零點五,零點四,零點三,零點二
8992537,女：「我發現你和廷宇真『麻吉』，連襯衫(シャツ)攏穿仝一款型。」男：「你想傷濟啦。買兩領拍五折，阮就做伙買矣。」,請問根據這段對話，兩人襯衫(シャツ)仝款的主要原因是啥？,價數,意向,交情,色緻
9002537,電影“少年PI的奇幻漂流”中描述少年仔佇前往加拿大的半路，in佮in動物園的動物所坐的輪船「奇桑號」因為一場大風雨意外沉落去。佇混亂中間，PI予水手抨去一隻滿是動物的救生船，最後PI得救了後，日本海運公司的人員來到PI的病床來了解狀況。PI照實共講動物的版本：鬣狗共斑馬佮猩猩刣死了後予孟加拉虎刣死，賰PI佮虎佇船頂鬥陣。PI了後就講人類的版本：廚子共水手佮PI的老母刣死了後予PI刣死；鬣狗代表廚子，斑馬代表水手，猩猩代表母親，若是虎就代表PI的獸性本能。,請問佗一種動物代表廚子？,鬃狗,猩猩,花條馬,虎
9012537,以個人學第二外語英文做例，會記得細漢時仔學英文的時，老師無𤆬通予我記持較深刻的文化課題，若是研究者佇新澤西教幼稚園的時也真罕得加入文化的主題，因為學習者年歲的關係，in無法度了解語言文化背後的意義，毋過關係in敢有對這个外語有興趣的關鍵原因，就是這門課阮有做佗一寡心適的活動，而且若是這个活動佇in的語言中有仝款的規則，in就會誠意外閣不止愛耍。,請問學習者對外語有興趣的關鍵因素是啥?,有啥物趣味閣仝規則的活動,有啥物記持深刻的文化的活動,有啥物無仝款規則的新活動,有啥物佮同學做伙耍過的活動
9022537,你敢是欠一个看起來時行閣先進的網頁？阮有豐富的經驗會使共你設計符合品牌形象的網頁介面，甚至閣會使幫你共資料庫的系統做整合，阮嘛有網路行銷的專業，歡迎敲電話聯絡阮好設計工作室。電話：02-1888-2888,這个工作室會當提供啥物服務？,設計網頁介面,電腦設備維修,賣智慧型手機仔,整合廠商供應鍊
9032537,嘻哈音樂源自美國的非裔佮拉丁裔青年，對邊緣次文化提升做新興的音樂型態。這種音樂風格需要伴奏，依照節奏念出歌詞，會當號做饒舌。歌詞以民間的俗語為主，上早是表達政治思想的途徑之一。嘻哈音樂後來影響世界各地，各國的流行音樂會加入饒舌元素。,請根據文章，選出正確的答案。,嘻哈音樂源自非洲,饒舌的歌詞一般人聽無,嘻哈音樂干焦佇美國發展,嘻哈音樂會當表達創作者的政治思想
9042537,佇這幾冬來，咱人的消費習慣改變矣。原本逐家佮意去商場抑是店頭揀選和買物件，毋過這馬大部份攏是透過網路銷售，無啥去店頭矣。有人感覺佇網路買物件足利便，免出門就會當看著各種商品，閣毋免了時間出門買物件，只要佇厝裡等，物件就會送到厝裡。,本段主要的意思是啥？,大部份的人攏是去店頭買物件,網路銷售無蓋利便,咱人的消費習慣佮較早仝款,網路購買的物件會使直接送到厝
9052537,網路的世界無奇不有，你會使家己創一个帳號，佇網路頂發言、交朋友、甚至是投資。全世界虛擬貨幣誠興，價值誠驚人，全世界的人攏會當入去投資，只要用戶透過特定的交易網站將貨幣存佇特定的網路頂，等待時機趁利息。毋過，遮爾濟的利純會予人起歹心，駭客用帳號錢包仔轉數，偷偷仔將客戶的資產偷提走。日本舊年發生虛擬貨幣用戶遭竊事件，致使規百億的日票隨無去。著算講日本已經對虛擬貨幣立法管制，譬如：提懸申請經營平台門檻、用戶採實名制登記、予金融廳直接管理，嘛是袂使避免虛擬貨幣經濟的犯罪事件。,這篇報導主要咧講啥物問題？,日本經濟交易市場,虛擬貨幣經濟犯罪,介紹虛擬貨幣交易的方式,日本立法管制經濟犯罪
9062537,「中華民國版印年畫徵選活動」自1985年創辦，到今34屆矣，因為有國立台灣美術館久年鼓勵製作版印年畫佮創新，伊才會使成做逐冬迎接春節，上蓋有代表性的藝術創作徵選佮推廣活動。,下底敘述，佗一个是著的？,這个計畫鼓勵水彩畫的創新製作,這个計畫第30屆矣,這个計畫由國立台灣藝術大學舉辦,這个計畫成做逐冬迎接春節上蓋有代表性的藝術活動
9072537,電影是咱人佇日常生活中足要緊的娛樂，世界逐國嘛愈重視電影，一个一个舉辦各種影展，希望通來促進電影業的發展。其中義大利的威尼斯影展、法國的坎城影展，以及德國的柏林影展是歐洲三大影展。威尼斯影展是全世界頭一个影展。,請問威尼斯影展特別的所在是啥物？,威尼斯影展佇法國,威尼斯影展是德國三大影展之一,威尼斯影展已經停辦矣,威尼斯影展是頭一个影展
9082537,"甲（男）：有啉酒就千萬毋通去泅水喔！
乙（女）：是按怎？
甲：真濟人就是按呢予水駐死。
乙：詩人啉酒醉了後去撈月娘，普通人應該袂啉酒了後閣去泅水啊！
甲：生份的水域，嘛毋通落去泅水。
乙：是按怎？
甲：海面看起來恬靜靜，毋過水底下的狀況無人知。
乙：普通人應該嘛袂按呢去做啊！定定攏是靠勢家己𠢕泅水的人。",對話內底，查埔人對查某人交代啥物？,泅水了後莫啉燒酒。,毋通去游泳池泅水。,毋通做啉酒的詩人。,啉酒就毋通落水矣。
9092537,"女：拄才的音樂是咧按怎？糞掃車哪會無來？
男：彼毋是糞掃車，彼是我咧練習貝多芬的《予愛麗絲》，拄好是糞掃車會放的曲。
女：我叫是糞掃車來矣，才感覺奇怪，哪會今仔日糞掃車特別早來。
男：歹勢，予你誤會矣。
女：無要緊，後擺練習的時陣先共我講一聲就好。",根據對話，請問這个小姐有講著啥物？,伊目睭金金看糞埽車駛走矣,伊當咧練鋼琴,伊叫是糞埽車來矣,伊要求講這个先生後擺袂使閣練《予愛麗絲(e-lí-suh)》
9102537,"男：宜蘭這个海邊仔哪會有遮濟的刺䲅屍體呢？足恐怖的。in是中毒矣hioh？
女：其實，面前遮的刺䲅，是予漁民挕捒的。漁民佇近海拋網掠魚，遮的細隻刺䲅就綴咧其他漁獲予人撈起來，毋過因為傷細尾，無價值，所以予人㧒角佇遮。",是按怎會有遮濟刺䲅的屍體？,予人擲掉。,予人毒死。,予人刣死,予人賣掉
9112537,"男：我後禮拜欲去東京，我欲改坐香草航空矣。
女：毋過你頂擺敢毋是講欲訂酷航？
男：因為若是我揀香草航空的方案，in會送我二十公斤行李運送，我感覺較酷航會和，所以就臨時改變心意矣。
女：原來是按呢！毋過我感覺酷航凡勢嘛有一寡方案會當揀，你會當卡電話問看覓。
男：袂赴矣啦，我已經落訂矣。
女：好啦，按呢祝你旅途順序，會記得佮我分享你所行踏的所在喔。
男：多謝你，我會加翕寡相片傳予你。",根據對話，是按怎這个查埔臨時改坐香草航空咧？,彼个查某共伊推薦的。,因為伊臨時改變旅遊地點。,因為伊感覺香草航空有閣較濟優待。,因為伊較佮意香草航空飛行機頂面的食食佮飲料。
9122537,"男：旅行的意義到底是啥物？
女：旅行的意義，凡勢自來就毋是為著欲看光景，也毋是為著放鬆，一切的意義就佇咧「走揣」，也就是「過程」。",請推論查某囡仔對旅行的看法是？,欲揣理想當中的桃花源,旅行是佇揣的過程內底發現意義佮趣味,旅行是佮家己心靈的對話,旅行是追求精神的絕對超脫
9132537,"女：最近看《愈來愈愛你》了後就真佮意歌舞片，所以閣揣袂少歌舞音樂劇的電影來看，像《哎喲喂啊》、《舞動青春》，印度寶萊塢系列電影嘛袂䆀。毋知影臺灣有類似的歌舞片電影無，阿國你定定咧看電影，有推薦的無？
男：這類的電影佇臺灣是無蓋濟，我目前想著的是，魏聖賢導演的《PSIMissYou》。
女：我猶未看過這齣電影，多謝呢。",對以上的對話，會當知影臺灣歌舞片電影的數量按怎?,真濟,無濟,毋捌有過,毋知影
9142537,Harry Potter系列電影，是改編英國作家J. K. Rowling的仝名小說，這系列的電影攏總有八齣，是世界歷史以來票聲上蓋gió-toh的系列電影。Harry Potter全世界大時行，起造咱人對魔法世界的想像。十一歲的囡仔會向望有一日窗仔邊出現貓頭鳥，傳送魔法學校的入學通知單。Quidditch是電影裡特殊的運動，引起眾人學樣，美國嘛有人騎掃帚，照Harry Potter的規則辦比賽。準講電影裡的魔法袂佇現實生活裡出現，咱人猶原會當產生美麗的想像。,請根據紹介，選出著的答案。,Harry Potter系列攏總有七齣電影,Harry Potter本底是美國小說,Harry Potter是通世界出名的奇幻電影,Harry Potter裡十歲的囡仔會收著入學通知單
9152537,"A：我欲去踅百貨公司，欲做伙來無？
B：最近我拄稅一間厝，開銷較大，所費誠傷重，可能無啥方便。
A：莫煩惱！最近百貨公司當咧出新品，折扣真濟，有的只要你有消費就有贈品，閣有免費的貨樣通好提，現此時買物件凡勢閣會當省錢咧！
B：我對免費的貨樣閣誠有興趣。按呢免開錢嘛會使呢！",根據對話，這个人尾仔決定欲去的理由是啥？,百貨公司的折扣,無消費提貨樣,百貨公司出新的商品,去消費提贈品
9162537,石敢當是用來辟邪。佮石敢當相比並，「鎮五營」嘛有這種效果。「五營」就是五營將，分別是東、西、南、北和中營，中營是主帥李哪吒太子爺，負責𤆬領各營。五營是咧庇佑逐家，安定地方的神明，信徒相信只要恭請五營將，就會當為地方來除疫消災，鎮邪解厄，永保安康。,請問下跤佗一个是著的？,鎮五營的作用是消除災厄,鎮五營分別是中央、頂頭、下跤、倒爿、正爿營將,鎮五營的主帥是石敢當,鎮五營是一个地名
9172537,"小麗：「小梅，咱來複習節日，第一句是龍船比賽是欲深深紀念屈原的久長冤屈，」
小梅：「我知影，第二句是講，忠烈之魂一去就千外冬哪有閣通倒轉咧？」
小麗：「第三句是講，國破身死現在閣通有啥物咧？」
小梅：「哎！干焦留千古絕唱的離騷佇人世間矣！實在是悲哀。以後過這个節日，我會特別懷念屈原。」",請問𪜶咧討論的這首詩是下跤佗一个節日？,五日節,中元,中秋,重陽
9182537,"甲（查埔的）：你敢有讀過海明威的《老人和海》？
乙（查某的）：有啊。
甲：這个人你感覺按怎？
乙：我干焦會記得伊愛啉燒酒佮媠查某。
甲：《老人和海》敢有媠查某？
乙：我建議你加讀寡伊其他的小說，像講《戰地鐘聲》、《戰地春夢》，窮其實，伊毋干焦是《老人和海》彼个佮大魚捙拚的形象爾爾。",啥物人讀過較濟的海明威小說？,無法度比並,平濟,查埔的,查某的
9192537,對美國、韓國、中國開始，近來電視台真時行推捒一系列的歌唱競賽節目。這類型的節目佇臺灣嘛有足濟觀眾佮意，對早期的校園歌手選秀節目『天天攏快樂』，到尾仔的『非常的偶像』、『成名大道』，以及這馬的『歌聲之王』。這種類型的節目嘛予業餘的歌手有成名佮發片的機會，親像講艾菲艾、愛琳娜、雅典娜等歌手佇音樂的領域中攏有足好的發展，毋過當當仝款性質的節目愈來愈濟，內容攏換湯無換藥，觀眾的新鮮感降低，節目著愛開始加入無仝款的元素佮型式，力求轉型才袂去予市場淘汰掉。,歌唱競賽節目欲發展予久長應該愛按怎做?,推陳出新,墨守成規,一成不變,知難而退
9202537,新埔車站，是台灣有名的海線小站，因為真倚海出名。其實對海墘看日頭落山，嘛是真大的享受。當當海風吹來，海湧有時起，有時落，看著紅紅的日頭勻勻仔沉落，這个時陣黃昏的雲霧恬恬仔罩佇這片大地，遠遠的所在有當時仔有貨船駛過。日頭落落，親像對兩算到一，對一算到空，擗一聲，消失佇海面，天地一目𥍉仔就變暗矣。,根據此文，新埔車站會當看啥物？,日落。,日出。,虹。,雲尪。
9212537,"男生：宜蘭是一个厚目屎的所在，佇遐，垃圾的空氣，予風一个吹，就四界逃閃，tsūn-á佇群山中消失去。
女生：是啊！佇宜蘭，干焦有青gìn-gìn的山、清清清的溪水，佮四散徛佇各地的，樸實的民風佮親切的熱情。",根據這段對話，有關宜蘭的紹介，下面佗一个選項是毋著的？,宜蘭厚雨，空氣真清,宜蘭予青山圍咧，溪水潺潺流。,宜蘭民風樸實，人情溫暖,宜蘭小點真興，農產豐富
9222537,"阿明：「阿華，考你喔，這是啥物動物？伊頭頂戴的紅冠毋免紩，規身軀白鑠鑠精神清彩清彩行倚--來。」
阿華：「我已經知影矣，平常時仔伊毋肯凊彩開喙講話，不而過便若伊出聲啼叫，家家戶戶的人攏愛拍開家門，起床做工課。」
阿明：「猶閣有相關的人物故事喔，東晉的祖逖佮劉琨，立志忠心報國，聽著這个動物啼叫，就會起床舞劍練武。」",請問這動物是下面佗一選項？,四跤仔,啄樹鳥,鸚哥,雞公
9232537,佇臺北車站的附近，有一个清朝的北門，伊進前佇高架橋下跤有四十年，到高架橋拆掉，才會當重新看著日頭。北門對面，是日本時代遺留落來的臺灣鐵路部，等館體的內部整理了，嘛會開放予人參觀。啊佇台北車站對面，閣有真濟現代的懸樓大廈。其實傳統佮現代毋但是反映佇建築頂懸，嘛存在佇咱的思想當中。,下跤佗一个是著的？,北門是日本人起的。,台灣鐵道毋是清代的建築。,台北車頭是摩天大樓。,台北車站的附近有各時代的建築。
9242537,電影“少年PI的奇幻漂流”中描述少年仔佇前往加拿大的半路，in佮in動物園的動物所坐的輪船「奇桑號」因為一場大風雨意外沉落去。佇混亂中間，PI予水手抨去一隻滿是動物的救生船，最後PI得救了後，日本海運公司的人員來到PI的病床來了解狀況。PI照實共講動物的版本：鬣狗共斑馬佮猩猩刣死了後予孟加拉虎刣死，賰PI佮虎佇船頂鬥陣。PI了後就講人類的版本：廚子共水手佮PI的老母刣死了後予PI刣死；鬣狗代表廚子，斑馬代表水手，猩猩代表母親，若是虎就代表PI的獸性本能。,下跤佗一款動物無出現佇短文內底？,鬃狗,猩猩,花條馬,鳥鼠
9252537,"阿木（女）：這粒球足緊的！時速是偌濟？
阿中（男）：足緊的喔！根據儀器顯示，是一百公里。若是予球揲著一定疼死！
阿木：一百公里就遐緊，足恐怖的！這隻mā-sín發球的氣勢感覺真驚人。
阿中：可見球場頂一百四十公里的球有偌緊。",對話中查埔的敘述佗一个是正確的？,伊摃過一百四十公里的球。,愛摃對話中查某投的球。,嫌mā-sín的球速真慢。,感覺mā-sín的球速誠緊。
9262537,"小李：小玉，tsa̋ng阿毛的面冊是按怎？
小玉：我知，有人佇伊的面冊留話烏白批評，攻擊阿毛佮伊的新女朋友。講伊的新女朋友生了䆀䆀，胭脂抹真厚，規个穿插嘛足落氣的。
小李：遮的人實在有咧過分！一點仔就毋知影共人尊重。毋知影阿毛按怎想？",這段對話的主題是啥物？,網路行銷,網路媒體,網際網路協定,網路霸凌
